,walltime,step,Unfolded WMMSE,WMMSE 100 Trials Avg.,WMMSE 100 Trials Avg. Truncated,WMMSE MRC Init Avg.,WMMSE MRC Init Avg. Truncated,WMMSE Best Init Avg.,WMMSE Best Init Avg. Truncated
0,1644431825.4265778,101,1.0,1.0,1.0,0.9999999974568685,1.0,0.9999999949137369,0.9999999949137371
